Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,4 Week,1 year,3 year,5 year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETFdb.com Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,ETFdb Pro Tools,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
LGLV,SPDR SSGA US Large Cap Low Volatility Index ETF,Equity,"$568,190,694.00",-0.22%,"37,879",$112.33,0.36%,No,No,2.79%,3.89%,4.07%,33.63%,73.97%,"-$293,600,065.00","-$3,158,502.30","-$54,989,056.20","-$258,720,681.30","$459,595,676.30","$501,787,400.80",Volatility Hedged Equity,2013-02-20,0.12%,N/A,$2.14,2020-09-18,$0.42,1.91%,24.84,0.84,132,14.59%,35%,15%,1099,$105.17,$112.67,$111.96,$112.75,60.45,A-,B-,A,A,A-,A,C+,5.77,21.20%,43.76%,251.04,7.38%,3.37%
ROM,ProShares Ultra Technology,Equity,"$565,373,508.00",53.16%,"226,811",$60.82,3.14%,No,2x,9.41%,12.57%,98.43%,217.27%,570.63%,"-$29,372,137.50","-$1,282,946.50","-$52,572,058.00","-$34,671,374.25","-$46,909,926.25","$182,359,843.75",Leveraged Equities,2007-01-30,0.95%,N/A,$0.25,2020-03-25,$0.14,0.42%,28.11,2.27,158,67.05%,35%,15%,1099,$50.70,$60.61,$59.92,$61.28,56.91,B+,B,C,B,B+,N/A,N/A,6.99,83.33%,80.71%,17.69,0.34%,4.34%
XME,SPDR S&P Metals & Mining ETF,Equity,"$565,258,505.00",-12.29%,"2,129,135",$25.36,0.52%,No,No,5.62%,6.14%,1.17%,-17.11%,41.71%,"$87,829,856.00","$4,551,886.00","$19,002,334.00","$182,473,939.00","$1,183,391.50","$134,950,445.00",Materials,2006-06-19,0.35%,N/A,$0.37,2020-09-21,$0.07,1.48%,25.16,1.58,24,47.55%,35%,15%,1099,$22.49,$25.86,$24.97,$25.74,58.14,A,A,A+,B+,B,B,B,4.03,22.67%,14.41%,728.28,0.00%,5.72%
SUSC,iShares ESG USD Corporate Bond ETF,Bond,"$564,257,344.00",6.64%,"229,891",$27.71,0.11%,No,No,-0.22%,-0.37%,7.97%,19.46%,N/A,"$464,778,102.50","$16,620,444.00","$37,466,585.00","$493,708,481.50","$541,582,882.50","$541,582,882.50",Corporate Bonds,2017-07-12,0.18%,N/A,$0.68,2020-10-01,$0.05,2.46%,0.00,0.19,3549,6.28%,39%,20%,1099,$27.58,$27.94,$27.66,$27.74,47.16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.08,98.77%,82.37%,170.5,9.04%,5.70%
SMLF,iShares Edge MSCI Multifactor USA Small-Cap ETF,Equity,"$548,646,064.00",-5.52%,"68,961",$40.14,0.60%,No,No,5.47%,8.65%,4.57%,7.85%,46.51%,"$282,226,097.00",$0.00,"$1,831,204.00","$299,480,666.00","$513,119,660.50","$556,715,031.50",Small Cap Blend Equities,2015-04-28,0.30%,N/A,$0.56,2020-09-23,$0.13,1.39%,14.89,1.17,435,11.94%,35%,15%,1099,$35.37,$40.04,$39.98,$40.31,65.33,N/A,N/A,C,N/A,N/A,N/A,N/A,4.27,41.84%,17.12%,127.2,3.14%,7.29%
RDIV,Invesco S&P Ultra Dividend Revenue ETF,Equity,"$547,929,125.00",-25.14%,"119,464",$28.61,-0.93%,No,No,5.69%,2.73%,-18.33%,-5.79%,18.52%,"-$637,808,965.50","-$2,629,012.00","-$14,059,639.50","-$688,958,514.50","$391,707,106.00","$814,884,533.50",All Cap Equities,2013-10-01,0.39%,N/A,$1.31,2020-09-21,$0.37,4.52%,11.51,1.21,60,48.19%,35%,15%,1099,$25.90,$29.38,$28.45,$28.91,54.81,B,B-,B-,B-,C+,A,N/A,4.76,6.32%,28.09%,259.83,4.68%,3.04%
FCOM,Fidelity MSCI Communication Services Index ETF,Equity,"$547,026,892.00",11.09%,"126,171",$39.45,0.51%,No,No,2.47%,1.91%,21.28%,25.38%,67.27%,"-$911,020.50","-$5,604,012.00","-$7,554,837.00","$23,544,243.00","$325,505,396.50","$380,508,900.50",Large Cap Growth Equities,2013-10-21,0.08%,Fidelity,$0.32,2020-09-18,$0.07,0.83%,25.01,0.88,101,68.31%,35%,15%,1099,$37.36,$39.80,$39.31,$39.55,54.05,N/A,N/A,A,N/A,N/A,N/A,N/A,3.95,27.69%,13.70%,16.92,0.00%,0.41%
JMBS,Janus Henderson Mortgage-Backed Securities ETF,Bond,"$543,882,982.00",4.58%,"51,259",$53.47,-0.26%,No,No,-0.26%,-0.02%,5.41%,N/A,N/A,"$366,198,970.75","$13,385,365.50","$34,817,597.25","$423,644,771.00","$554,332,243.75","$554,332,243.75",Mortgage Backed Securities,2018-09-12,0.35%,N/A,$1.77,2020-10-01,$0.14,3.32%,0.00,0.03,126,80.12%,39%,20%,1099,$53.35,$53.63,$53.40,$53.54,48.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JPUS,JPMorgan Diversified Return US Equity ETF,Equity,"$542,885,186.00",-0.88%,"30,782",$77.56,0.57%,No,No,4.28%,5.33%,6.76%,22.68%,59.88%,"-$201,570,783.00",$0.00,$0.00,"-$209,213,350.00","$213,095,997.00","$485,131,474.00",Large Cap Blend Equities,2015-09-29,0.18%,N/A,$1.75,2020-09-22,$0.37,2.26%,20.64,1.04,389,5.36%,39%,20%,1099,$71.22,$77.47,$77.30,$77.81,62.45,N/A,C,B+,N/A,N/A,C+,N/A,5.98,27.69%,49.40%,463.29,9.25%,7.00%
SDOW,ProShares UltraPro Short Dow30,Equity,"$536,190,347.00",-56.65%,"9,581,333",$16.49,-1.85%,Yes,3x,-9.79%,-11.01%,-65.60%,-83.09%,-94.58%,"$820,635,395.00","-$3,022,879.00","-$69,878,713.50","$866,283,613.50","$1,061,808,756.56","$1,146,995,942.20",Leveraged Equities,2010-02-09,0.95%,N/A,$0.21,2020-03-25,$0.07,1.24%,0.00,-2.29,30,53.26%,35%,15%,1099,$16.30,$20.34,$16.30,$16.73,39.74,A-,A,C+,A-,B,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
SMDV,ProShares Russell 2000 Dividend Growers ETF,Equity,"$533,800,539.00",-17.23%,"73,391",$50.27,-0.44%,No,No,4.16%,5.27%,-11.05%,-5.89%,41.31%,"-$79,073,663.50","-$1,366,497.00","-$20,290,375.30","-$33,968,297.40","$220,057,926.30","$602,840,355.05",Small Cap Blend Equities,2015-02-05,0.40%,N/A,$1.20,2020-09-23,$0.22,2.38%,17.27,0.76,75,14.70%,35%,15%,1099,$45.20,$50.70,$50.01,$50.71,58.50,N/A,N/A,B-,N/A,N/A,N/A,N/A,4.15,36.64%,15.61%,270.33,2.64%,4.83%
RING,iShares MSCI Global Gold Miners ETF,Equity,"$532,671,448.00",40.54%,"224,168",$33.70,4.72%,No,No,4.38%,-2.40%,49.71%,80.42%,192.08%,"$119,105,486.50",$0.00,$0.00,"$84,999,447.00","$29,078,749.00","$357,074,194.50",Materials,2012-01-31,0.39%,Fidelity,$0.16,2020-06-15,$0.10,0.49%,20.56,0.72,37,73.64%,35%,15%,1099,$30.45,$35.87,$33.17,$33.99,51.81,B,A-,A,C,C+,B-,B+,5.19,30.77%,33.50%,512.75,7.26%,0.00%
QCLN,First Trust NASDAQ Clean Edge Green Energy Index Fund,Equity,"$531,641,648.00",102.09%,"210,200",$50.03,2.27%,No,No,10.69%,27.53%,139.48%,161.88%,240.25%,"$234,536,069.00","$6,012,073.50","$27,437,736.50","$246,042,208.00","$272,550,464.00","$268,409,865.00",All Cap Equities,2007-02-14,0.60%,N/A,$0.17,2020-09-24,$0.02,0.35%,31.77,1.37,45,54.09%,35%,15%,1099,$36.83,$50.16,N/A,N/A,71.58,A,A,A,A+,B,B,B+,5.95,28.00%,48.71%,158.33,0.00%,53.23%
FDVV,Fidelity High Dividend ETF,Equity,"$531,579,668.00",-8.68%,"113,935",$28.72,0.24%,No,No,3.61%,2.48%,0.35%,17.18%,N/A,"$119,954,599.00","$1,345,307.00","$7,076,123.00","$207,282,128.50","$529,658,146.00","$567,098,240.50",Large Cap Blend Equities,2016-09-12,0.29%,N/A,$1.05,2020-09-18,$0.24,3.66%,18.74,1.04,103,30.41%,39%,20%,1099,$26.91,$28.96,$28.61,$28.84,57.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.37,18.95%,36.32%,175.14,8.84%,5.98%
DFEB,FT Cboe Vest U.S. Equity Deep Buffer ETF - February,Equity,"$531,010,982.00",N/A,N/A,N/A,0.00%,No,No,N/A,N/A,N/A,N/A,N/A,"$528,489,006.00","$6,156,713.00","$4,569,922.50","$528,489,006.00","$528,489,006.00","$528,489,006.00",Large Cap Blend Equities,2020-02-21,0.85%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1,0.00%,39%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
TZA,Direxion Daily Small Cap Bear 3X Shares,Equity,"$529,273,329.00",-62.65%,"19,239,584",$13.11,-1.50%,Yes,3x,-17.70%,-26.47%,-73.86%,-79.58%,-93.97%,"$636,056,293.50","-$27,933,117.00","-$124,544,547.00","$689,341,964.00","$449,454,338.42","$1,664,128,695.68",Leveraged Equities,2008-11-05,1.11%,N/A,$0.17,2020-03-24,$0.08,1.30%,0.00,-3.23,2018,3.75%,35%,15%,1099,$12.99,$19.69,$12.87,$13.34,35.45,B+,A,B,A,B,N/A,N/A,6.26,35.85%,59.50%,2.9,0.00%,0.00%
XSD,SPDR S&P Semiconductor ETF,Equity,"$529,111,431.00",30.94%,"56,495",$138.17,2.64%,No,No,10.45%,15.34%,56.39%,111.47%,252.70%,"-$56,679,411.00",$0.00,"-$11,104,131.75","$42,658,115.50","-$13,912,333.00","$88,270,910.00",Technology Equities,2006-02-06,0.35%,N/A,$0.49,2020-09-21,$0.08,0.37%,28.83,1.34,38,31.38%,35%,15%,1099,$114.30,$135.93,$137.03,$138.94,65.86,B,A-,A-,A-,C,B-,B,3.47,9.09%,9.53%,84.88,0.00%,9.20%
FIW,First Trust ISE Water Index Fund,Equity,"$528,665,662.00",7.87%,"20,070",$64.33,0.75%,No,No,5.19%,8.45%,18.32%,41.68%,128.36%,"$13,201,592.00",$0.00,"$2,957,482.50","$47,694,096.00","$185,773,321.50","$264,703,418.50",Water Equities ,2007-05-11,0.55%,N/A,$0.34,2020-09-24,$0.10,0.53%,31.06,1.00,37,40.09%,35%,15%,1099,$57.08,$63.99,$64.04,$64.63,67.60,A,A-,A+,A+,A,B+,A-,7.02,0.00%,81.20%,144.94,0.00%,17.76%
OUSA,O'shares FTSE US Quality Dividend ETF,Equity,"$524,576,723.00",2.90%,"57,953",$37.04,0.76%,No,No,2.97%,2.54%,10.74%,32.07%,72.79%,"-$45,183,531.50","$1,765,450.00","$2,399,730.00","-$19,957,412.50","$40,887,993.50","$391,317,524.75",Large Cap Growth Equities,2015-07-14,0.48%,N/A,$0.83,2020-09-29,$0.06,2.26%,23.59,0.84,101,39.86%,35%,15%,1099,$35.23,$37.15,$36.92,$37.16,57.80,N/A,N/A,B-,N/A,N/A,N/A,N/A,6.31,56.14%,61.31%,244.2,9.96%,7.68%
IBDR,iShares iBonds Dec 2026 Term Corporate ETF,Bond,"$521,644,469.00",7.18%,"71,151",$26.84,0.00%,No,No,0.11%,0.09%,8.69%,20.08%,N/A,"$58,087,680.50",$0.00,"$14,777,079.00","$120,158,226.00","$397,619,784.00","$446,337,479.00",Corporate Bonds,2016-09-13,0.10%,N/A,$0.74,2020-10-01,$0.06,2.79%,0.00,0.19,392,8.82%,39%,20%,1099,$26.67,$26.91,N/A,N/A,56.20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.42,61.60%,37.10%,232.62,9.55%,3.90%
NULV,Nuveen ESG Large-Cap Value ETF,Equity,"$515,718,690.00",-7.87%,"69,486",$30.22,0.13%,No,No,3.61%,3.07%,0.39%,15.66%,N/A,"$395,520,992.50",$0.00,"$14,774,457.50","$437,068,807.50","$499,284,525.00","$509,589,307.00",Large Cap Blend Equities,2016-12-13,0.35%,N/A,$0.48,2019-12-27,$0.48,1.59%,23.13,0.97,167,27.97%,20%,39%,1099,$28.18,$30.38,$30.09,$30.37,59.10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.14,99.29%,95.89%,103.71,0.00%,7.06%
MUNI,PIMCO Intermediate Municipal Bond Strategy Fund,Bond,"$514,987,740.00",3.02%,"38,352",$56.01,-0.02%,No,No,-0.23%,-0.24%,3.15%,12.08%,16.96%,"$153,139,956.00",$0.00,"$8,428,197.50","$169,656,437.50","$222,190,511.00","$246,530,192.50",National Munis,2009-11-30,0.35%,N/A,$1.15,2020-10-01,$0.09,2.05%,0.00,0.02,208,18.38%,35%,15%,1099,$56.00,$56.23,N/A,N/A,44.84,B-,B,C+,B+,B+,B,C+,N/A,N/A,N/A,N/A,N/A,N/A
DTN,WisdomTree US Dividend ex-Financials Fund,Equity,"$509,469,504.00",-12.78%,"13,941",$78.47,-0.14%,No,No,3.65%,3.20%,-4.42%,1.82%,29.62%,"-$159,842,869.00",$0.00,"-$11,577,448.50","-$173,166,444.00","-$268,279,748.00","-$538,110,353.50",Large Cap Value Equities,2006-06-16,0.38%,E*TRADE,$2.98,2020-09-22,$0.28,3.79%,21.40,1.04,88,18.51%,35%,15%,1099,$73.08,$79.08,$78.24,$78.93,58.44,B+,B+,B,B-,A-,A,C+,5.79,31.23%,44.30%,433.22,12.01%,8.88%
EZM,WisdomTree US MidCap Earnings ETF,Equity,"$508,444,890.00",-11.08%,"61,000",$36.87,-0.08%,No,No,5.22%,6.76%,-1.79%,2.95%,30.79%,"-$440,173,814.50",$0.00,"-$15,758,799.00","-$497,633,110.00","-$290,573,163.50","$1,202,423,747.61",Small Cap Blend Equities,2007-02-23,0.38%,E*TRADE,$0.60,2020-09-22,$0.14,1.62%,19.36,1.31,542,8.34%,35%,15%,1099,$32.59,$37.10,$36.67,$37.18,61.94,B,B+,B+,A-,C+,B-,A+,4.25,40.70%,16.85%,152.04,4.06%,4.23%
PSJ,Invesco Dynamic Software ETF,Equity,"$507,522,887.00",30.11%,"24,408",$129.70,1.59%,No,No,4.71%,11.55%,38.55%,103.99%,211.80%,"-$84,035,468.00",$0.00,"-$11,959,986.00","-$107,008,362.00","$188,379,168.00","$224,112,168.50",All Cap Equities,2005-06-23,0.58%,N/A,$0.11,2020-03-23,$0.06,0.08%,39.04,1.07,31,45.97%,35%,15%,1099,$115.55,$129.73,$128.77,$130.18,60.66,C+,B-,B-,B-,A-,C,C+,4.4,16.08%,19.54%,17.69,2.06%,4.75%
FTSD,Franklin Short Duration U.S. Government ETF,Bond,"$505,266,286.00",2.79%,"42,759",$95.77,0.06%,No,No,-0.01%,-0.07%,2.83%,6.86%,8.47%,"$367,851,925.25","$4,792,470.00","$9,587,411.00","$370,214,517.75","$382,517,746.00","$353,317,883.25",Mortgage Backed Securities,2013-11-04,0.25%,N/A,$1.55,2020-09-30,$0.12,1.61%,0.00,0.20,375,41.40%,35%,15%,1099,$95.67,$95.83,$95.70,$95.81,51.19,N/A,N/A,C+,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
KSA,iShares MSCI Saudi Arabia ETF,Equity,"$504,257,796.00",-0.16%,"374,430",$30.35,0.30%,No,No,3.73%,4.73%,8.12%,25.86%,28.10%,"-$283,659,977.50",$0.00,"-$26,761,764.00","-$197,997,808.50","$539,024,957.50","$553,040,728.50",Emerging Markets Equities,2015-09-16,0.74%,N/A,$0.82,2020-06-15,$0.45,2.72%,17.46,0.59,74,57.31%,39%,20%,1099,$29.09,$30.21,$30.20,$30.46,66.05,C,C+,C+,N/A,N/A,C,B-,2.31,0.32%,3.21%,594.14,0.00%,2.88%
RHS,Invesco S&P 500® Equal Weight Consumer Staples ETF,Equity,"$500,876,742.00",2.22%,"15,642",$146.62,0.42%,No,No,2.40%,1.89%,8.50%,28.41%,46.54%,"$2,537,185.00","$7,017,231.00","-$29,647,089.00","$16,038,833.00","-$54,135,630.00","$15,756,649.50",Consumer Staples Equities,2006-11-07,0.40%,Charles Schwab,$3.06,2020-09-21,$0.74,2.09%,18.38,0.61,33,32.44%,35%,15%,1099,$138.29,$147.09,$146.26,$147.08,57.93,A,B,B+,A-,A,A,B,5.56,37.33%,39.48%,68.47,14.86%,17.87%
XNTK,NYSE Technology ETF,Equity,"$497,860,491.00",51.68%,"26,283",$123.36,1.21%,No,No,5.18%,9.00%,70.57%,103.39%,215.86%,"-$41,013,934.75",$0.00,"$8,897,547.25","-$59,524,097.25","-$457,073,716.50","-$457,073,716.50",Technology Equities,2000-09-29,0.35%,N/A,$0.45,2020-09-21,$0.06,0.37%,33.57,1.14,36,45.00%,39%,20%,1099,$111.28,$123.34,$122.83,$123.62,59.70,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.08,79.95%,82.56%,32.16,3.75%,13.32%
MJ,ETFMG Alternative Harvest ETF,Equity,"$495,233,119.00",-29.18%,"710,930",$11.57,0.26%,No,No,11.68%,4.46%,-33.79%,-59.16%,N/A,"$84,272,538.00",$0.00,"$35,808,055.50","$144,962,074.50","$1,037,686,553.50","$1,037,686,553.50",Small Cap Blend Equities,2015-12-03,0.75%,N/A,$0.88,2020-09-15,$0.18,7.66%,9.17,1.52,37,54.12%,N/A,N/A,N/A,$9.96,$11.71,$11.41,$11.83,52.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.73,0.00%,11.61%,44.99,31.31%,0.00%
FIVG,Defiance Next Gen Connectivity ETF,Equity,"$492,114,070.00",16.14%,"242,382",$30.16,1.96%,No,No,6.27%,7.79%,27.88%,N/A,N/A,"$301,317,500.00",$0.00,"$32,410,905.00","$341,773,140.00","$455,086,080.00","$455,086,080.00",Technology Equities,2019-03-04,0.30%,N/A,$0.30,2020-09-22,$0.08,1.00%,26.52,1.05,78,39.23%,39%,20%,1099,$27.28,$29.78,$30.04,$30.25,61.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.13,55.38%,32.68%,68.8,1.70%,5.46%
ZROZ,PIMCO 25+ Year Zero Coupon US Treasury Index Fund,Bond,"$490,825,134.00",25.92%,"57,468",$165.88,0.02%,No,No,-2.52%,-4.28%,18.51%,55.07%,68.34%,"$143,942,703.50",$0.00,"$17,369,683.00","$76,869,979.00","$194,927,031.00","$159,573,847.50",Government Bonds,2009-10-30,0.15%,Charles Schwab,$2.95,2020-10-01,$0.57,1.77%,0.00,-0.36,21,51.33%,35%,15%,1099,$164.79,$176.94,$164.62,$166.76,39.07,C+,B+,B-,C,C,A,C,6.58,92.62%,70.36%,0.0,0.00%,0.00%
KIE,SPDR S&P Insurance ETF,Equity,"$488,122,081.00",-14.47%,"359,365",$29.80,-0.17%,No,No,3.47%,3.20%,-10.54%,4.09%,39.85%,"-$228,183,943.00","-$14,866,581.50","-$23,188,280.00","-$225,184,607.00","$269,551,756.50","$343,008,713.00",Financials Equities,2005-11-15,0.35%,N/A,$0.60,2020-09-21,$0.13,2.00%,12.08,0.92,52,22.89%,35%,15%,1099,$26.80,$30.20,$29.67,$29.99,58.29,A,A-,B+,A-,A,B,B,5.01,25.56%,31.21%,3.33,0.00%,0.00%
BBH,VanEck Vectors Biotech ETF,Equity,"$484,852,518.00",19.80%,"23,995",$167.02,0.51%,No,No,4.56%,9.49%,42.73%,30.89%,53.51%,"$61,357,666.50",$0.00,"-$15,344,585.50","$47,980,524.50","-$282,368,497.00","-$314,148,743.50",Health & Biotech Equities,2011-12-20,0.35%,N/A,$0.47,2019-12-23,$0.47,0.28%,27.13,1.11,26,60.52%,35%,15%,1099,$152.20,$167.84,$166.34,$167.41,58.51,B-,A-,A,A+,C,C+,C,5.89,40.13%,46.92%,21.6,0.00%,55.83%
FLTR,VanEck Vectors Investment Grade Floating Rate ETF,Bond,"$480,330,129.00",0.85%,"94,805",$25.20,0.00%,No,No,0.04%,-0.09%,1.83%,7.42%,12.76%,"-$28,130,789.00",$0.00,"$6,308,532.00","$6,010,952.50","$268,206,751.50","$393,953,024.50",Corporate Bonds,2011-04-25,0.14%,N/A,$0.48,2020-10-01,$0.02,1.92%,0.00,0.17,279,15.54%,35%,15%,1099,$25.17,$25.26,$25.19,$25.21,53.99,B-,B-,B+,C+,A-,C,C+,5.0,21.64%,31.16%,23.47,2.81%,0.66%
JHSC,John Hancock Multifactor Small Cap ETF,Equity,"$479,838,397.00",-5.09%,"34,902",$26.26,0.46%,No,No,5.59%,7.58%,4.14%,N/A,N/A,"$14,893,143.50",$0.00,"$3,705,803.75","-$1,545,988.00","$513,139,324.00","$513,139,324.00",Small Cap Growth Equities,2017-11-08,0.50%,N/A,$0.32,2020-06-25,$0.13,1.23%,19.11,1.28,308,5.42%,39%,20%,1099,$23.27,$26.25,$26.13,$26.42,63.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,4.09,33.50%,14.99%,150.38,4.66%,6.54%
CMBS,iShares CMBS ETF,Bond,"$478,328,168.00",6.36%,"75,236",$55.09,-0.15%,No,No,-0.90%,0.11%,5.68%,16.20%,19.69%,"$39,527,951.00","$5,531,427.00","$5,531,427.00","$63,550,660.00","$198,333,107.50","$257,713,573.00",Mortgage Backed Securities,2012-02-14,0.25%,N/A,$1.39,2020-10-01,$0.11,2.53%,0.00,-0.01,547,7.20%,35%,15%,1099,$55.13,$55.47,$55.00,$55.27,48.72,A,B+,B+,A+,B+,A-,A-,N/A,N/A,N/A,N/A,N/A,N/A
VIOV,Vanguard S&P Small-Cap 600 Value ETF,Equity,"$476,415,000.00",-15.53%,"28,102",$116.00,0.00%,No,No,5.74%,7.59%,-5.54%,-5.81%,30.68%,"$135,455,500.00","$5,341,000.00","$8,068,250.00","$149,002,500.00","$304,465,500.00","$405,213,500.00",Small Cap Value Equities,2010-09-09,0.15%,Vanguard,$1.99,2020-09-11,$0.44,1.71%,13.40,1.30,453,7.58%,35%,15%,1099,$100.94,$116.59,$115.40,$116.85,61.69,B+,C,A,A-,A+,B-,B+,3.42,5.35%,9.13%,121.46,3.30%,5.50%
NYF,iShares New York AMT-Free Muni Bond ETF,Bond,"$473,847,044.00",1.61%,"19,311",$57.09,0.05%,No,No,-0.42%,-0.60%,1.54%,9.37%,14.12%,"$18,135,356.50",$0.00,"$2,871,014.50","$32,356,842.00","$468,505,903.00","$558,421,684.50",New York Munis,2007-10-04,0.25%,Fidelity,$1.17,2020-10-01,$0.10,2.05%,0.00,0.01,609,8.43%,35%,15%,1099,$57.11,$57.60,N/A,N/A,33.70,A+,A-,A,A+,A+,A-,A+,N/A,N/A,N/A,N/A,N/A,N/A
FXO,First Trust Financials AlphaDEX Fund,Equity,"$472,939,673.00",-15.08%,"150,621",$27.65,-0.36%,No,No,5.94%,6.83%,-7.21%,-0.40%,32.18%,"-$1,097,543,051.50","-$5,076,298.00","-$18,230,316.00","-$1,032,947,051.00","-$444,062,167.50","-$362,404,849.82",Financials Equities,2007-05-08,0.63%,N/A,$0.92,2020-09-24,$0.26,3.30%,7.68,1.22,105,17.81%,35%,15%,1099,$23.92,$27.91,$27.45,$27.93,60.91,A,A,C+,B,A,B,A,5.01,26.32%,31.29%,5.34,0.00%,0.40%
TIPX,SPDR Barclays 1-10 Year TIPS ETF,Bond,"$469,390,858.00",6.93%,"106,639",$20.69,0.00%,No,No,0.22%,0.17%,7.66%,14.24%,18.05%,"$100,068,277.00","-$2,073,866.00","$2,061,839.00","$105,956,457.00","$329,436,714.00","$421,864,312.00",Inflation-Protected Bonds,2013-05-29,0.15%,N/A,$0.35,2020-10-01,$0.08,1.68%,0.00,0.05,31,40.50%,35%,15%,1099,$20.60,$20.70,$20.68,$20.71,60.60,N/A,N/A,B-,N/A,N/A,N/A,C+,6.57,45.33%,69.52%,2.9,0.00%,0.00%
UITB,VictoryShares USAA Core Intermediate-Term Bond ETF,Bond,"$468,919,254.00",5.92%,"34,758",$54.11,-0.04%,No,No,-0.03%,-0.09%,6.42%,N/A,N/A,"$71,596,605.50",$0.00,"$10,831,004.50","$128,761,318.50","$413,439,346.00","$413,439,346.00",Total Bond Market,2017-10-24,0.40%,N/A,$1.31,2020-10-07,$0.10,2.43%,0.00,0.13,476,16.91%,39%,20%,1099,$53.96,$54.33,$54.06,$54.15,49.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.47,30.86%,37.82%,362.68,3.98%,1.02%
RAVI,FlexShares Ready Access Variable Income Fund,Bond,"$463,624,278.00",1.88%,"35,620",$76.31,0.03%,No,No,0.04%,0.04%,2.37%,7.66%,9.51%,"$156,315,976.25","$7,630,316.00","$11,446,724.75","$194,200,957.25","$297,979,571.75","$365,843,021.75",Corporate Bonds,2012-10-09,0.25%,N/A,$1.24,2020-10-01,$0.05,1.63%,0.00,0.06,223,19.97%,35%,15%,1099,$76.25,$76.31,$76.29,$76.32,59.51,C+,B-,C+,C+,A,C,C+,5.66,60.45%,41.43%,141.2,3.55%,2.77%
ULVM,VictoryShares USAA MSCI USA Value Momentum ETF,Equity,"$461,749,140.00",-5.33%,"13,069",$50.47,0.34%,No,No,3.92%,6.00%,2.55%,N/A,N/A,"$9,058,480.00",$0.00,"-$4,822,339.00","$24,659,293.00","$505,006,062.50","$505,006,062.50",Large Cap Blend Equities,2017-10-24,0.20%,N/A,$0.87,2020-10-07,$0.07,1.74%,23.36,1.10,202,9.49%,39%,20%,1099,$46.55,$50.38,$50.35,$50.63,61.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.58,16.77%,39.85%,309.22,8.76%,7.51%
GNMA,iShares GNMA Bond ETF,Bond,"$459,179,307.00",3.10%,"75,050",$50.97,-0.06%,No,No,0.04%,-0.20%,3.44%,9.89%,13.06%,"$259,188,164.50","$5,092,348.00","$35,677,521.50","$286,760,592.00","$334,469,896.00","$403,683,709.50",Mortgage Backed Securities,2012-02-14,0.15%,Fidelity,$1.01,2020-10-01,$0.08,1.98%,0.00,-0.05,208,48.82%,35%,15%,1099,$50.85,$51.10,N/A,N/A,48.69,B+,B,A,B-,B,A,B+,N/A,N/A,N/A,N/A,N/A,N/A
VRIG,Invesco Variable Rate Investment Grade ETF,Bond,"$459,031,596.00",1.04%,"154,938",$24.87,0.00%,No,No,0.04%,0.02%,2.07%,6.82%,N/A,"$92,092,662.50",$0.00,"-$4,979,756.00","$67,163,805.00","$354,415,633.00","$409,811,640.00",Total Bond Market,2016-09-22,0.30%,N/A,$0.52,2020-09-21,$0.02,2.08%,0.00,0.22,166,25.89%,39%,20%,1099,$24.82,$24.90,$24.85,$24.89,60.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
